,Longitude,Latitude,xm,ym,zm_depth,zm,xkm,ykm,zkm,dem_m,date,mean_tds_t,var_tds_t,sigma_tds_t,mean_tds,sigma_tds,mean_temp_t,var_temp_t,sigma_temp_t,mean_temp,sigma_temp,mean_res_t,var_res_t,sigma_res_t,mean_res,sigma_res,mean_por_t,var_por_t,sigma_por_t,mean_por,sigma_por,mean_bicarb,var_bicarb,sigma_bicarb
366998,-120.7777473728,35.9231591816,-70.0997137757,-232.366056915,313.3355712890625,40.0,-70.0997137757,-232.366056915,0.04,353.34,2017.667,6.93804,0.1913,0.437,1031.0,521.0,0.13222,0.06703,0.259,30.3,10.4,2.77575,0.09555,0.309,16.1,5.3,-1.1667,0.0132,0.1149,0.3114,0.0361,0.3954,0.0688,0.2623
139335,-120.864498869,35.9625417575,-77.8786725027,-227.9229371589,641.2515869140625,-490.0,-77.8786725027,-227.9229371589,-0.49,151.25,2017.667,8.79812,0.12906,0.359,6622.0,2622.0,0.72816,0.03771,0.194,72.6,15.0,1.31402,0.06761,0.26,3.7,1.0,-1.1606,0.0112,0.1058,0.3133,0.0334,0.2443,0.0245,0.1565
474637,-120.8297982705,36.0003490303,-74.7159737282,-223.7503793328,359.3216552734375,-60.0,-74.7159737282,-223.7503793328,-0.06,299.32,2017.667,7.73254,0.28521,0.534,2281.0,1512.0,0.24737,0.06595,0.257,36.6,11.9,2.18564,0.13738,0.371,8.9,3.7,-1.1299,0.0138,0.1175,0.3231,0.0383,0.3575,0.0708,0.2661
159116,-120.8471485697,35.984596,-76.2938123185,-225.4867752529,521.0713958740234,-320.0,-76.2938123185,-225.4867752529,-0.32,201.07,2017.667,8.12963,0.15042,0.388,3394.0,1474.0,0.38746,0.06321,0.251,45.4,13.9,1.8164,0.079,0.281,6.1,1.8,-1.0707,0.0115,0.1072,0.3428,0.0371,0.2697,0.042,0.2049
73112,-120.8991994675,35.9735688787,-80.9929758149,-226.6687354807,288.70045471191406,-140.0,-80.9929758149,-226.6687354807,-0.14,148.7,2017.667,7.2813,0.1739,0.417,1453.0,691.0,0.16638,0.06323,0.251,32.1,10.4,2.52568,0.08821,0.297,12.5,4.0,-1.1648,0.012,0.1095,0.312,0.0345,0.3244,0.0652,0.2553
15583,-120.8592937792,35.9105567574,-77.462130677,-233.702709889,537.9792022705078,-330.0,-77.462130677,-233.702709889,-0.33,207.98,2017.667,7.345,0.18709,0.433,1548.0,771.0,0.40587,0.06389,0.253,46.6,14.3,2.34948,0.09391,0.306,10.5,3.4,-1.0923,0.0124,0.1114,0.3354,0.0377,0.3624,0.0683,0.2613
384388,-120.7794824027,35.940487515,-70.2402629992,-230.4395938218,510.6348876953125,-210.0,-70.2402629992,-230.4395938218,-0.21,300.63,2017.667,8.1685,0.29865,0.546,3528.0,2417.0,0.36314,0.06665,0.258,43.8,14.0,1.82709,0.14349,0.379,6.2,2.6,-1.0941,0.014,0.1183,0.3348,0.04,0.3188,0.0718,0.268
389512,-120.7621321034,35.9341863029,-68.6824647492,-231.1523732745,411.79791259765625,0.0,-68.6824647492,-231.1523732745,0.0,411.8,2017.667,7.56061,0.21972,0.469,1921.0,1063.0,0.19894,0.06862,0.262,33.9,11.5,2.35086,0.10783,0.328,10.5,3.7,-1.1776,0.0141,0.1187,0.308,0.037,0.3673,0.0709,0.2663
116624,-120.8575587493,35.9515146363,-77.2645683352,-229.1537378901,153.27796936035156,10.0,-77.2645683352,-229.1537378901,0.01,163.28,2017.667,6.76828,0.09439,0.307,870.0,287.0,0.23358,0.01881,0.137,35.8,4.2,2.80761,0.04961,0.223,16.6,3.8,-1.1625,0.0103,0.1015,0.3127,0.032,0.2157,0.025,0.1581
277118,-120.8228581508,35.891653121,-74.1959068943,-235.8319974962,720.9272155761719,-470.0,-74.1959068943,-235.8319974962,-0.47,250.93,2017.667,7.99629,0.27638,0.526,2970.0,1924.0,0.49958,0.06631,0.258,53.3,16.5,1.87636,0.13412,0.366,6.5,2.6,-1.0765,0.0137,0.117,0.3408,0.0403,0.3317,0.0621,0.2492
436419,-120.8332683304,35.9562405454,-75.0714857529,-228.648200232,132.3728790283203,80.0,-75.0714857529,-228.648200232,0.08,212.37,2017.667,6.63644,0.12494,0.353,762.0,296.0,0.04633,0.06083,0.247,26.0,8.5,2.98216,0.06787,0.261,19.7,5.4,-1.1283,0.0113,0.1063,0.3236,0.0347,0.4272,0.0442,0.2102
426652,-120.8107129413,35.9467887272,-73.0484373203,-229.7159248781,655.3904418945312,-390.0,-73.0484373203,-229.7159248781,-0.39,265.39,2017.667,8.92266,0.14146,0.376,7500.0,3138.0,0.45783,0.06177,0.249,50.3,14.9,1.2411,0.07398,0.272,3.5,1.0,-1.0596,0.0122,0.1105,0.3466,0.0386,0.1247,0.0531,0.2304
365109,-120.7777473728,35.9168579695,-70.1054567433,-233.06611726,585.1104125976562,-220.0,-70.1054567433,-233.06611726,-0.22,365.11,2017.667,7.80922,0.32344,0.569,2463.0,1789.0,0.32853,0.06699,0.259,41.6,13.4,2.09704,0.15466,0.393,8.1,3.6,-1.1213,0.0144,0.12,0.3259,0.0395,0.3475,0.0723,0.2689
93290,-120.9026695273,35.9908972121,-81.2871922592,-224.7405534553,178.89999389648438,-50.0,-81.2871922592,-224.7405534553,-0.05,128.9,2017.667,7.12377,0.1537,0.392,1241.0,546.0,0.07753,0.06416,0.253,27.6,9.3,2.62462,0.07974,0.282,13.8,4.1,-1.1017,0.0123,0.1109,0.3323,0.0372,0.3654,0.057,0.2387
291249,-120.8297982705,35.9074061513,-74.806353263,-234.076421535,353.3013458251953,-100.0,-74.806353263,-234.076421535,-0.1,253.3,2017.667,7.13939,0.20809,0.456,1261.0,673.0,0.24432,0.06386,0.253,36.5,11.6,2.64155,0.10322,0.321,14.0,4.9,-1.228,0.0126,0.1122,0.2929,0.0332,0.3702,0.0685,0.2617
396951,-120.7760123428,35.9515146363,-69.9175500677,-229.2170347986,506.7548828125,-130.0,-69.9175500677,-229.2170347986,-0.13,376.75,2017.667,7.93675,0.31653,0.563,2798.0,2000.0,0.29308,0.06754,0.26,39.4,12.9,2.02765,0.15152,0.389,7.6,3.3,-1.1222,0.0142,0.1192,0.3256,0.0392,0.341,0.0722,0.2687
54788,-120.8922593478,35.938912212,-80.4041192826,-230.5250125115,726.4309692382812,-320.0,-80.4041192826,-230.5250125115,-0.32,406.43,2017.667,7.21867,0.22161,0.471,1365.0,759.0,0.36167,0.06297,0.251,43.7,13.4,2.47744,0.10973,0.331,11.9,4.3,-1.1225,0.0123,0.1109,0.3255,0.0364,0.4033,0.0617,0.2484
32655,-120.8506186296,35.9294603938,-76.6612762428,-231.6095948703,739.8275146484375,-520.0,-76.6612762428,-231.6095948703,-0.52,219.83,2017.667,8.89784,0.14482,0.381,7316.0,3105.0,0.51675,0.055,0.235,54.6,14.9,1.31384,0.07645,0.276,3.7,1.1,-1.1454,0.0117,0.1082,0.3181,0.0347,0.2153,0.0344,0.1855
393305,-120.7603970735,35.9499393332,-68.5120718998,-229.4034530267,502.2604370117188,-140.0,-68.5120718998,-229.4034530267,-0.14,362.26,2017.667,7.90634,0.33834,0.582,2714.0,2040.0,0.32919,0.06894,0.263,41.6,13.7,2.02686,0.16121,0.402,7.6,3.4,-1.113,0.0147,0.1212,0.3286,0.0403,0.3401,0.0723,0.2689
308972,-120.8107129413,35.9247344847,-73.0693898513,-232.1661512444,595.0081481933594,-260.0,-73.0693898513,-232.1661512444,-0.26,335.01,2017.667,8.216,0.23751,0.487,3700.0,2157.0,0.38346,0.06223,0.249,45.1,13.7,1.78064,0.11603,0.341,5.9,2.2,-1.0835,0.0131,0.1145,0.3384,0.0391,0.3159,0.0707,0.2659
144692,-120.8558237194,35.9578158484,-77.101929771,-228.4550810934,567.2462921142578,-380.0,-77.101929771,-228.4550810934,-0.38,187.25,2017.667,8.67426,0.12434,0.353,5850.0,2265.0,0.51659,0.03817,0.195,54.6,11.5,1.36469,0.06492,0.255,3.9,1.0,-1.0373,0.0109,0.1044,0.3544,0.0373,0.1328,0.0331,0.1819
276584,-120.8280632406,35.893228424,-74.6637016728,-235.652899697,347.9798889160156,-140.0,-74.6637016728,-235.652899697,-0.14,207.98,2017.667,7.2961,0.25671,0.507,1475.0,907.0,0.2841,0.0654,0.256,38.8,12.5,2.50499,0.1246,0.353,12.2,4.7,-1.1979,0.0134,0.1158,0.3018,0.0353,0.3756,0.071,0.2665
144746,-120.8558237194,35.9578158484,-77.101929771,-228.4550810934,27.24629211425781,160.0,-77.101929771,-228.4550810934,0.16,187.25,2017.667,5.91766,0.15892,0.399,372.0,167.0,0.06489,0.04077,0.202,26.9,6.3,3.45018,0.08113,0.285,31.5,9.5,-1.1016,0.0126,0.1122,0.3323,0.0377,0.5789,0.0357,0.1889
417755,-120.7933626421,35.9767194848,-71.4573162879,-226.4037881737,518.978271484375,-260.0,-71.4573162879,-226.4037881737,-0.26,258.98,2017.667,7.98452,0.24934,0.499,2935.0,1769.0,0.39634,0.06736,0.26,46.0,14.7,1.93545,0.12157,0.349,6.9,2.6,-1.1011,0.0128,0.1131,0.3325,0.038,0.3054,0.0671,0.259
285111,-120.817653061,35.9058308483,-73.7129987978,-234.2609473907,181.173095703125,80.0,-73.7129987978,-234.2609473907,0.08,261.17,2017.667,6.6907,0.17051,0.413,805.0,378.0,0.09571,0.0647,0.254,28.5,9.6,2.92735,0.08703,0.295,18.7,5.9,-1.134,0.0124,0.1114,0.3217,0.0362,0.402,0.0661,0.2571
258275,-120.9078746171,36.0255538789,-81.7190338747,-220.8856001652,304.93699645996094,-170.0,-81.7190338747,-220.8856001652,-0.17,134.94,2017.667,7.88727,0.19877,0.446,2663.0,1379.0,0.25864,0.06718,0.259,37.3,12.3,2.09816,0.09885,0.314,8.2,2.8,-1.1565,0.0139,0.1179,0.3146,0.0375,0.3464,0.0706,0.2657
425319,-120.8315333004,35.9530899393,-74.9182461635,-228.9996081026,225.10122680664065,50.0,-74.9182461635,-228.9996081026,0.05,275.1,2017.667,6.9217,0.12328,0.351,1014.0,391.0,0.10668,0.06019,0.245,29.0,9.2,2.77844,0.06665,0.258,16.1,4.4,-1.1563,0.0111,0.1054,0.3146,0.0334,0.3447,0.0443,0.2105
167145,-120.864498869,35.986171303,-77.8547335101,-225.2976500085,429.4835662841797,-220.0,-77.8547335101,-225.2976500085,-0.22,209.48,2017.667,7.7194,0.17528,0.419,2252.0,1076.0,0.29729,0.06247,0.25,39.6,12.3,2.18731,0.08912,0.299,8.9,2.8,-1.1376,0.0123,0.1109,0.3206,0.0359,0.3916,0.0574,0.2396
389527,-120.7621321034,35.9341863029,-68.6824647492,-231.1523732745,261.79791259765625,150.0,-68.6824647492,-231.1523732745,0.15,411.8,2017.667,6.57004,0.18807,0.434,713.0,357.0,0.05164,0.0692,0.263,26.3,9.5,3.01555,0.09392,0.306,20.4,6.7,-1.1221,0.0142,0.1192,0.3256,0.0392,0.412,0.0692,0.2631
184736,-120.84020845,35.987746606,-75.6657025417,-225.1422957695,324.37474060058594,-80.0,-75.6657025417,-225.1422957695,-0.08,244.37,2017.667,8.00332,0.25618,0.506,2991.0,1837.0,0.22228,0.06395,0.253,35.2,11.3,2.01594,0.12446,0.353,7.5,2.9,-1.1333,0.0129,0.1136,0.322,0.0369,0.3224,0.0695,0.2636
186859,-120.8436785099,35.9924725151,-75.9735210319,-224.6144575076,164.93426513671875,90.0,-75.9735210319,-224.6144575076,0.09,254.93,2017.667,7.31204,0.18274,0.427,1498.0,735.0,0.09569,0.0645,0.254,28.5,9.6,2.51798,0.09251,0.304,12.4,4.0,-1.1514,0.0121,0.11,0.3162,0.0351,0.2981,0.0573,0.2394
227354,-120.8818491682,36.033430394,-79.3683761818,-220.0325898476,191.1021881103516,40.0,-79.3683761818,-220.0325898476,0.04,231.1,2017.667,7.61647,0.2879,0.537,2031.0,1355.0,0.13532,0.06824,0.261,30.5,10.5,2.29458,0.13894,0.373,9.9,4.1,-1.1126,0.0141,0.1187,0.3287,0.0394,0.3754,0.0703,0.2651
374751,-120.7968327019,35.9357616059,-71.8080995838,-230.9516464224,524.5434265136719,-190.0,-71.8080995838,-230.9516464224,-0.19,334.54,2017.667,8.12982,0.27738,0.527,3394.0,2205.0,0.33015,0.06471,0.254,41.7,13.1,1.87648,0.13411,0.366,6.5,2.6,-1.1086,0.0136,0.1166,0.33,0.0389,0.3267,0.072,0.2683
104560,-120.8887892879,35.987746606,-80.0405674798,-225.1024030441,73.89999389648438,60.0,-80.0405674798,-225.1024030441,0.06,133.9,2017.667,6.01174,0.14272,0.378,408.0,172.0,-0.0175,0.0626,0.25,23.1,7.9,3.40379,0.07669,0.277,30.1,8.8,-1.0961,0.0125,0.1118,0.3342,0.0377,0.5134,0.0348,0.1865
148827,-120.8488835997,35.9704182727,-76.4641681323,-227.0605550607,594.1601104736328,-340.0,-76.4641681323,-227.0605550607,-0.34,254.16,2017.667,8.14245,0.16143,0.402,3437.0,1560.0,0.34774,0.06108,0.247,42.8,12.9,1.86139,0.0831,0.288,6.4,2.0,-1.103,0.0116,0.1077,0.3319,0.0361,0.345,0.0551,0.2347
167133,-120.864498869,35.986171303,-77.8547335101,-225.2976500085,549.4835662841797,-340.0,-77.8547335101,-225.2976500085,-0.34,209.48,2017.667,8.47122,0.14062,0.375,4775.0,1991.0,0.40093,0.06243,0.25,46.3,14.0,1.57588,0.07507,0.274,4.8,1.4,-1.0582,0.0114,0.1068,0.3471,0.0374,0.2384,0.0336,0.1833
450892,-120.8211231209,35.9704182727,-73.9636746054,-227.0825781266,425.5298309326172,-180.0,-73.9636746054,-227.0825781266,-0.18,245.53,2017.667,8.12823,0.25781,0.508,3389.0,2091.0,0.26314,0.06375,0.252,37.6,11.9,1.91361,0.12527,0.354,6.8,2.6,-1.1248,0.0128,0.1131,0.3247,0.0371,0.3213,0.0703,0.2651
22085,-120.8627638391,35.9247344847,-77.7606009145,-232.1247476033,252.5825958251953,-110.0,-77.7606009145,-232.1247476033,-0.11,142.58,2017.667,7.2512,0.16845,0.41,1410.0,657.0,0.21985,0.06135,0.248,35.1,10.9,2.5875,0.08616,0.294,13.3,4.2,-1.2557,0.0115,0.1072,0.2849,0.0308,0.3156,0.0628,0.2506
447061,-120.8141830012,35.9688429696,-73.3400532687,-227.2629889924,638.0996551513672,-420.0,-73.3400532687,-227.2629889924,-0.42,218.1,2017.667,8.55071,0.1923,0.439,5170.0,2621.0,0.47149,0.06469,0.254,51.3,15.7,1.49489,0.0972,0.312,4.5,1.5,-1.0913,0.0122,0.1105,0.3358,0.0374,0.1076,0.0506,0.2249
134925,-120.8887892879,35.9656923636,-80.0635383403,-227.5526685161,174.90484619140625,-40.0,-80.0635383403,-227.5526685161,-0.04,134.9,2017.667,6.87396,0.12824,0.358,967.0,381.0,0.12316,0.06047,0.246,29.8,9.5,2.78053,0.06797,0.261,16.1,4.4,-1.1382,0.0112,0.1058,0.3204,0.0342,0.2968,0.0472,0.2173
172411,-120.8540886894,35.987746606,-76.9156660301,-225.1311265954,454.6998901367188,-210.0,-76.9156660301,-225.1311265954,-0.21,244.7,2017.667,7.6699,0.15825,0.398,2143.0,960.0,0.31703,0.06301,0.251,40.8,12.7,2.20513,0.08156,0.286,9.1,2.8,-1.1309,0.0119,0.1091,0.3227,0.0355,0.3821,0.0565,0.2377
99907,-120.9165497667,35.987746606,-82.5404809396,-225.0786007142,475.8309631347656,-300.0,-82.5404809396,-225.0786007142,-0.3,175.83,2017.667,7.33682,0.19262,0.439,1536.0,779.0,0.31214,0.06517,0.255,40.5,12.9,2.44606,0.09695,0.311,11.5,3.9,-1.1596,0.0124,0.1114,0.3136,0.0352,0.4009,0.0595,0.2439
357470,-120.7829524625,35.9058308483,-70.5847456794,-234.2873543933,782.1812133789062,-470.0,-70.5847456794,-234.2873543933,-0.47,312.18,2017.667,8.50593,0.30748,0.555,4944.0,3459.0,0.48632,0.06754,0.26,52.3,16.4,1.5463,0.14792,0.385,4.7,2.0,-1.0822,0.0141,0.1187,0.3388,0.0407,0.2798,0.0644,0.2538
7974,-120.8315333004,35.9011049392,-74.9689023484,-234.7751016716,540.1424255371094,-280.0,-74.9689023484,-234.7751016716,-0.28,260.14,2017.667,7.60116,0.27218,0.522,2001.0,1282.0,0.38835,0.06471,0.254,45.4,14.1,2.19994,0.13163,0.363,9.0,3.6,-1.1074,0.0136,0.1166,0.3304,0.0389,0.3543,0.0718,0.268
86325,-120.8853192281,35.9782947878,-79.7378840649,-226.1554447319,173.84353637695312,-40.0,-79.7378840649,-226.1554447319,-0.04,133.84,2017.667,7.0347,0.13117,0.362,1135.0,454.0,0.08627,0.06198,0.249,28.0,9.2,2.68543,0.06969,0.264,14.7,4.1,-1.1289,0.0114,0.1068,0.3234,0.0348,0.3026,0.0503,0.2243
425797,-120.8280632406,35.9546652423,-74.6040852033,-228.8273267322,251.1352386474609,-30.0,-74.6040852033,-228.8273267322,-0.03,221.14,2017.667,7.01302,0.13257,0.364,1111.0,447.0,0.18589,0.06081,0.247,33.2,10.4,2.72266,0.06933,0.263,15.2,4.2,-1.2225,0.0113,0.1063,0.2945,0.0316,0.2764,0.0505,0.2247
30995,-120.8540886894,35.9294603938,-76.9740039751,-231.6067832898,292.6298065185547,-110.0,-76.9740039751,-231.6067832898,-0.11,182.63,2017.667,7.44337,0.14274,0.378,1708.0,719.0,0.21325,0.0574,0.24,34.7,10.3,2.45143,0.07425,0.272,11.6,3.3,-1.2361,0.0114,0.1068,0.2905,0.0313,0.3118,0.0641,0.2532
263150,-120.84194348,35.893228424,-75.9152039544,-235.6418771061,198.4311065673828,-20.0,-75.9152039544,-235.6418771061,-0.02,178.43,2017.667,7.16316,0.16984,0.412,1291.0,605.0,0.18767,0.06578,0.256,33.3,11.0,2.61377,0.0855,0.292,13.7,4.3,-1.1784,0.0123,0.1109,0.3078,0.0344,0.3757,0.0675,0.2598
419022,-120.8280632406,35.9420628181,-74.6163143951,-230.2274640023,826.1667785644531,-550.0,-74.6163143951,-230.2274640023,-0.55,276.17,2017.667,8.6886,0.23676,0.487,5935.0,3453.0,0.63212,0.06125,0.247,63.9,18.4,1.40798,0.1163,0.341,4.1,1.5,-1.1664,0.0123,0.1109,0.3115,0.0349,0.157,0.0516,0.2272
132930,-120.887054258,35.9641170605,-79.9088862402,-227.7291501008,685.2039947509766,-550.0,-79.9088862402,-227.7291501008,-0.55,135.2,2017.667,8.56001,0.12041,0.347,5219.0,1983.0,0.63072,0.05554,0.236,63.8,17.2,1.54646,0.06642,0.258,4.7,1.3,-1.1549,0.0112,0.1058,0.3151,0.0336,0.472,0.0216,0.147
151244,-120.8610288091,35.9767194848,-77.5517738962,-226.3506132405,639.5640411376953,-470.0,-77.5517738962,-226.3506132405,-0.47,169.56,2017.667,8.74382,0.1495,0.387,6272.0,2714.0,0.48239,0.06135,0.248,52.1,15.3,1.36597,0.07929,0.282,3.9,1.2,-1.0957,0.0112,0.1058,0.3343,0.0357,0.0908,0.0305,0.1746
461165,-120.8020377917,35.984596,-72.2312559418,-225.5221100565,669.051025390625,-320.0,-72.2312559418,-225.5221100565,-0.32,349.05,2017.667,8.31072,0.25078,0.501,4067.0,2461.0,0.46146,0.0674,0.26,50.5,15.9,1.68042,0.12263,0.35,5.4,2.1,-1.1095,0.0131,0.1145,0.3297,0.0381,0.1769,0.0593,0.2435
407297,-120.7985677319,35.9641170605,-71.9379157992,-227.8000107982,720.789794921875,-350.0,-71.9379157992,-227.8000107982,-0.35,370.79,2017.667,8.41431,0.21323,0.462,4511.0,2447.0,0.43014,0.06589,0.257,48.3,15.1,1.60954,0.1058,0.325,5.0,1.8,-1.0756,0.0126,0.1122,0.3411,0.0387,0.2174,0.0628,0.2506
478158,-120.84020845,36.0098008485,-75.643986956,-222.6919885395,726.9320373535156,-490.0,-75.643986956,-222.6919885395,-0.49,236.93,2017.667,9.15858,0.34213,0.585,9496.0,7196.0,0.59516,0.06924,0.263,60.8,19.1,1.10989,0.16288,0.404,3.0,1.4,-1.17,0.0139,0.1179,0.3104,0.037,0.0993,0.0732,0.2706
418305,-120.7968327019,35.9798700909,-71.7669114432,-226.0511258097,695.8768615722656,-430.0,-71.7669114432,-226.0511258097,-0.43,265.88,2017.667,8.62973,0.27305,0.523,5596.0,3594.0,0.53377,0.0681,0.261,55.9,17.5,1.46653,0.13306,0.365,4.3,1.7,-1.1504,0.0136,0.1166,0.3165,0.0373,0.1291,0.056,0.2366
469284,-120.8263282107,35.9924725151,-74.4111609851,-224.6282179745,437.4476623535156,-130.0,-74.4111609851,-224.6282179745,-0.13,307.45,2017.667,7.76544,0.24757,0.498,2358.0,1414.0,0.27433,0.06521,0.255,38.2,12.3,2.15186,0.12041,0.347,8.6,3.3,-1.1255,0.0134,0.1158,0.3245,0.0379,0.3615,0.0684,0.2615
419272,-120.8228581508,35.940487515,-74.148817522,-230.4065641748,763.5315856933594,-480.0,-74.148817522,-230.4065641748,-0.48,283.53,2017.667,8.827,0.17033,0.413,6816.0,3198.0,0.57833,0.06217,0.249,59.5,17.4,1.32469,0.08898,0.298,3.8,1.2,-1.1606,0.0123,0.1109,0.3133,0.0351,0.1054,0.0322,0.1794
418021,-120.7968327019,35.9767194848,-71.7698534875,-226.4011670654,280.44960021972656,-30.0,-71.7698534875,-226.4011670654,-0.03,250.45,2017.667,7.69317,0.29366,0.542,2193.0,1484.0,0.20791,0.06684,0.259,34.4,11.4,2.24317,0.14104,0.376,9.4,3.9,-1.1578,0.0135,0.1162,0.3142,0.0369,0.3438,0.0705,0.2655
118627,-120.8575587493,35.9578158484,-77.2582359212,-228.4536686704,409.8993988037109,-210.0,-77.2582359212,-228.4536686704,-0.21,199.9,2017.667,7.98441,0.17284,0.416,2935.0,1390.0,0.50807,0.03267,0.181,54.0,10.2,1.91764,0.08404,0.29,6.8,2.1,-1.1195,0.0124,0.1114,0.3264,0.0367,0.3639,0.0632,0.2514
58396,-120.8853192281,35.9420628181,-79.7754742208,-230.1808444911,237.2529296875,120.0,-79.7754742208,-230.1808444911,0.12,357.25,2017.667,5.94859,0.19048,0.436,383.0,193.0,0.02854,0.06234,0.25,25.2,8.5,3.44978,0.09846,0.314,31.5,10.6,-1.0992,0.0133,0.1153,0.3331,0.0388,0.6158,0.0349,0.1868
372798,-120.7916276122,35.9310356968,-71.3434280501,-231.4806245765,652.3861083984375,-280.0,-71.3434280501,-231.4806245765,-0.28,372.39,2017.667,8.33486,0.26768,0.517,4167.0,2639.0,0.3974,0.06538,0.256,46.1,14.4,1.69236,0.12963,0.36,5.4,2.2,-1.0793,0.0134,0.1158,0.3398,0.0397,0.3001,0.0705,0.2655
383781,-120.7812174326,35.938912212,-70.3980476318,-230.613323993,967.8455200195312,-610.0,-70.3980476318,-230.613323993,-0.61,357.85,2017.667,8.99358,0.33321,0.577,8051.0,5981.0,0.66365,0.06648,0.258,66.7,20.1,1.18369,0.15797,0.397,3.3,1.5,-1.1495,0.0144,0.12,0.3168,0.0384,0.1388,0.0783,0.2798
260567,-120.9026695273,36.030279788,-81.2455314955,-220.3650026383,68.79629516601562,70.0,-81.2455314955,-220.3650026383,0.07,138.8,2017.667,7.29302,0.19908,0.446,1470.0,762.0,0.04343,0.06795,0.261,25.9,9.3,2.53661,0.10119,0.318,12.6,4.3,-1.0896,0.0142,0.1192,0.3364,0.0405,0.4493,0.0544,0.2332
440203,-120.8211231209,35.9688429696,-73.9651904612,-227.2575975153,387.1592864990234,-150.0,-73.9651904612,-227.2575975153,-0.15,237.16,2017.667,8.00208,0.24315,0.493,2987.0,1770.0,0.23389,0.0636,0.252,35.9,11.4,2.01879,0.11872,0.345,7.5,2.8,-1.1458,0.0125,0.1118,0.318,0.0359,0.3107,0.0689,0.2625
195362,-120.8592937792,36.0082255455,-77.3637794278,-222.8516107941,161.46185302734375,70.0,-77.3637794278,-222.8516107941,0.07,231.46,2017.667,7.39829,0.18413,0.429,1633.0,805.0,0.07837,0.06532,0.256,27.6,9.4,2.45834,0.09292,0.305,11.7,3.8,-1.1226,0.0127,0.1127,0.3254,0.037,0.347,0.0606,0.2462
14393,-120.8454135398,35.9137073634,-76.2077909883,-233.3639325439,219.2114105224609,-80.0,-76.2077909883,-233.3639325439,-0.08,139.21,2017.667,7.09895,0.16001,0.4,1211.0,546.0,0.21858,0.06293,0.251,35.0,11.1,2.68495,0.0822,0.287,14.7,4.5,-1.2456,0.0118,0.1086,0.2878,0.0315,0.3455,0.0648,0.2546
433340,-120.8037728216,35.9578158484,-72.4127334931,-228.49612367,236.53073120117188,70.0,-72.4127334931,-228.49612367,0.07,306.53,2017.667,7.18323,0.15387,0.392,1317.0,580.0,0.08152,0.06508,0.255,27.7,9.4,2.62087,0.08,0.283,13.7,4.1,-1.1518,0.0124,0.1114,0.3161,0.0355,0.3685,0.0607,0.2464
67937,-120.8974644376,35.9641170605,-80.8466430266,-227.7203244501,268.04319763183594,-50.0,-80.8466430266,-227.7203244501,-0.05,218.04,2017.667,6.86573,0.16497,0.406,959.0,441.0,0.12538,0.06289,0.251,30.0,9.8,2.78789,0.08485,0.291,16.2,5.0,-1.136,0.0116,0.1077,0.3211,0.0349,0.3192,0.0528,0.2298
464806,-120.8124479713,35.9940478182,-73.1597712896,-224.4639986335,675.283203125,-360.0,-73.1597712896,-224.4639986335,-0.36,315.28,2017.667,8.69486,0.24855,0.499,5972.0,3592.0,0.49385,0.06748,0.26,52.9,16.6,1.43637,0.12197,0.349,4.2,1.6,-1.1492,0.0134,0.1158,0.3169,0.0371,0.1165,0.0538,0.2319
411669,-120.7690722231,35.9578158484,-69.2865904284,-228.5220551524,730.20263671875,-370.0,-69.2865904284,-228.5220551524,-0.37,360.2,2017.667,8.44464,0.2854,0.534,4650.0,3082.0,0.4842,0.06912,0.263,52.2,16.7,1.59069,0.13815,0.372,4.9,2.0,-1.1031,0.0139,0.1179,0.3318,0.0395,0.2262,0.0648,0.2546
86199,-120.8887892879,35.9782947878,-80.0504121693,-226.152520549,620.7563018798828,-490.0,-80.0504121693,-226.152520549,-0.49,130.76,2017.667,8.61351,0.14543,0.381,5506.0,2343.0,0.40683,0.05969,0.244,46.7,13.7,1.53731,0.0761,0.276,4.7,1.4,-1.1259,0.0112,0.1058,0.3244,0.0346,0.2751,0.0333,0.1825
58405,-120.887054258,35.9420628181,-79.9318119526,-230.1793831409,978.2689208984376,-600.0,-79.9318119526,-230.1793831409,-0.6,378.27,2017.667,8.68221,0.17797,0.422,5897.0,2845.0,0.55125,0.06249,0.25,57.3,16.9,1.48118,0.09233,0.304,4.4,1.4,-1.1313,0.0117,0.1082,0.3226,0.0352,0.4718,0.0322,0.1794
308174,-120.817653061,35.9231591816,-73.6963953736,-232.3357944332,424.6343688964844,-140.0,-73.6963953736,-232.3357944332,-0.14,284.63,2017.667,7.34605,0.21576,0.464,1550.0,847.0,0.27237,0.05992,0.245,38.1,11.5,2.45285,0.10617,0.326,11.6,4.1,-1.1681,0.0126,0.1122,0.311,0.0352,0.3596,0.0702,0.265
338546,-120.7864225224,35.8853519088,-70.9164439836,-236.5599271828,389.8902282714844,-170.0,-70.9164439836,-236.5599271828,-0.17,219.89,2017.667,7.54581,0.19318,0.44,1893.0,962.0,0.2427,0.06446,0.254,36.4,11.7,2.34196,0.09553,0.309,10.4,3.5,-1.1753,0.0142,0.1192,0.3087,0.0372,0.3672,0.071,0.2665
200430,-120.8714389887,35.9987737273,-78.466856738,-223.8917615823,469.3196563720703,-280.0,-78.466856738,-223.8917615823,-0.28,189.32,2017.667,8.13081,0.13312,0.365,3398.0,1370.0,0.35371,0.0616,0.248,43.2,13.1,1.85988,0.07016,0.265,6.4,1.8,-1.1026,0.0116,0.1077,0.332,0.0361,0.3125,0.0498,0.2232
